"uid","uname","bid","course","lid","chapter","total_attempt","total_error","accuracy"
"212299","chessaficionado","48516","25 Visualisation Exercises","3","3. Visualise 5 Sample Exercies","88","5","94.32"
"212299","chessaficionado","48516","25 Visualisation Exercises","4","4. Visualise 4 Sample Exercises","101","6","94.06"
"212299","chessaficionado","48516","25 Visualisation Exercises","5","5. Visualise 3 Sample Exercises","115","3","97.39"
"212299","chessaficionado","48516","25 Visualisation Exercises","6","6. Visualise 2 Sample Exercises","134","10","92.54"
"212299","chessaficionado","50034","Winning Chess Strategies: Free Lesson","2","1. Winning Chess Strategies: Free Lesson","167","16","90.42"
"212299","chessaficionado","50526","Short & Sweet: Italian Game","0","1. Main Level","2043","61","97.01"
"212299","chessaficionado","51829","Short & Sweet: Pseudo Trompowsky","0","Pseudo Trompowsky 1.d4 d5 2.Bg5","664","22","96.69"
"212299","chessaficionado","51860","Short & Sweet: Ruy Lopez: Exchange","1","Main Level","855","15","98.25"
"212299","chessaficionado","52033","S&S: The 2. Nc3 Sicilian","0","Short & Sweet: Butcher the Sicilian","1325","39","97.06"
"212299","chessaficionado","52087","Short & Sweet: Panov-Botvinnik","7","Short & Sweet: Panov-Botvinnik","649","22","96.61"
"212299","chessaficionado","53131","Short & Sweet: Sethuraman's 1.e4 e5","0","S&S: Sethuraman's 1.e4 e5","2327","4","99.83"
"212299","chessaficionado","53504","Short & Sweet: Nimzo-Indian","0","Main Level","1595","37","97.68"
"212299","chessaficionado","54542","Short & Sweet: Sam Shankland's 1. d4","0","Main Level","101","1","99.01"
"212299","chessaficionado","55082","Short & Sweet: Taimanov Sicilian","0","Main Level","82","2","97.56"
"212299","chessaficionado","57374","Short & Sweet: Chess Swindles","0","When to enter 'Swindle Mode'","34","7","79.41"
"212299","chessaficionado","57657","Short & Sweet: Queen's Gambit Declined","1","Short&Sweet","18","0","100"
"212299","chessaficionado","59857","Short & Sweet: Wesley So's 1. e4","1","Part 2: Sicilian, Caro-Kann and French","70","0","100"
"212299","chessaficionado","62565","Agadmator's Anti-London System","1","Agadmator's 4...a6","28","0","100"
"212319","GuillermoRomeroOrtiz","2359","Nimzo-Indian Defense- Tournament Edition","1","1. Rubinstein System","206","25","87.86"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","1","2. Knight Patterns","425","98","76.94"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","2","3. Double Attack Patterns","122","35","71.31"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","3","4. Pin Patterns","156","36","76.92"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","4","5. Double Check Patterns","109","22","79.82"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","5","23. Knight Test Positions","124","29","76.61"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","6","24. Double Attack Test Positions","110","31","71.82"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","7","25. Pins Test Positions","109","37","66.06"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","8","26. Double Check Test Positions","100","26","74"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","9","6. Skewer Patterns","105","22","79.05"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","10","27. Skewer Test Positions","100","28","72"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","11","9. Epaulette Mate Patterns","20","4","80"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","12","30. Combined Mate Test Positions","424","79","81.37"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","13","10. Anastasia's Mate Patterns","29","6","79.31"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","14","11. Dovetail Mate Patterns","21","5","76.19"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","15","12. Morphy's + Corner Mate Patterns","27","4","85.19"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","16","13. Opera Mate Patterns","25","3","88"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","17","15. Arabian Mate Patterns","21","3","85.71"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","18","16. Back Rank Mate Patterns","24","1","95.83"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","19","17. Hook Mate Patterns","35","7","80"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","20","18. Damiano's Mate Patterns","41","6","85.37"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","21","8. Decoy/Deflection/Remove the Defender Patterns","91","22","75.82"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","22","28. Decoy/Deflection/Remove the Defender Tests","124","32","74.19"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","23","19. Isolated Lawnmower/Escalator + Vukovic Mate Pattern","33","8","75.76"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","24","31. Bonus Knight Forks","76","14","81.58"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","26","20. Isolated Blind Swine + Smothered Mate Patterns","36","7","80.56"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","27","22. Isolated Max Lange’s + Lolli’s Mate Patterns","22","4","81.82"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","28","21. Isolated Kill Box and Blackburne's Mate Patterns","20","6","70"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","29","14. Isolated Boden Mate Patterns","21","1","95.24"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","30","7. X-Ray Patterns","66","9","86.36"
"212319","GuillermoRomeroOrtiz","13348","Common Chess Patterns","31","29. X-Ray Test Positions","80","15","81.25"
"212319","GuillermoRomeroOrtiz","13960","Strategy Training: Magnus Carlsen","0","1. Main Level","4","1","75"
"212319","GuillermoRomeroOrtiz","15820","The London System: Essential Theory","1","1. ...d5 without ...c5","550","24","95.64"
"212319","GuillermoRomeroOrtiz","15820","The London System: Essential Theory","2","2. ...d5 with ...c5","330","36","89.09"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","0","6. ABC Tactics: Intermediate (1)","1855","398","78.54"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","2","5. Test C: Forwarding Part 1","984","197","79.98"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","4","4. Test B: Reversing Part 1","408","88","78.43"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","8","9. Test C: Forwarding Part 2","1580","382","75.82"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","9","8. Test B: Reversing Part 2","795","175","77.99"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","24","2. ABC Tactics: Easy","1223","227","81.44"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","26","3. Test A: Easy Tactics","120","26","78.33"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","27","7. Test A: Intermediate Tactics (1)","246","58","76.42"
"212319","GuillermoRomeroOrtiz","17025","Reversing and Forwarding the Tactics of Bobby Fischer","29","10. ABC Tactics: Intermediate (2)","632","135","78.64"
"212319","GuillermoRomeroOrtiz","23541","Short & Sweet: The Najdorf Sicilian","0","1. Main Level","477","55","88.47"
"212319","GuillermoRomeroOrtiz","28518","Short & Sweet: The Vienna Game","0","1. Main Level","42","3","92.86"
"212319","GuillermoRomeroOrtiz","29129","Short & Sweet: The Jobava London System","0","1. S&S The Jobava London","1240","141","88.63"
"212319","GuillermoRomeroOrtiz","30136","Short & Sweet: The Magnus Sicilian","0","1. S&S: The Magnus Sicilian","209","32","84.69"
"212319","GuillermoRomeroOrtiz","31256","Short and Sweet: Jan Gustafsson's 1. e4 e5","0","1. S&S: Jan Gustafsson's 1. e4 e5","147","23","84.35"
"212319","GuillermoRomeroOrtiz","38349","Lifetime Repertoires: Wesley So's 1. e4 (Part 1)","58","Quickstarter Guide","3155","386","87.77"
"212319","GuillermoRomeroOrtiz","38349","Lifetime Repertoires: Wesley So's 1. e4 (Part 1)","59","1. 2nd move Sidelines after 1. e4 e5 2. Nf3","970","103","89.38"
"212319","GuillermoRomeroOrtiz","38349","Lifetime Repertoires: Wesley So's 1. e4 (Part 1)","65","2. Italian 3rd move Sidelines","641","84","86.9"
"212319","GuillermoRomeroOrtiz","38349","Lifetime Repertoires: Wesley So's 1. e4 (Part 1)","66","3. Two Knights Defence 3... Nf6 4. Ng5 Sidelines","1297","163","87.43"
"212319","GuillermoRomeroOrtiz","38627","Short & Sweet: Fischer Random Chess","2","1. Introduction","6","2","66.67"
"212319","GuillermoRomeroOrtiz","40115","The Magnus Touch: Free Strategy Lesson","0","1. The Magnus Touch: Free Strategy Lesson","48","15","68.75"
"212319","GuillermoRomeroOrtiz","42579","Sac, Sac, Mate! ","0","1. Stuck In The Middle With You","19","4","78.95"
"212319","GuillermoRomeroOrtiz","43805","Chessable Masters Tournament","0","1. Day 1","6","3","50"
"212319","GuillermoRomeroOrtiz","46181","Basic Chess Patterns ","2","2. Isolated Patterns","60","10","83.33"
"212319","GuillermoRomeroOrtiz","46181","Basic Chess Patterns ","3","3. Test Section","68","13","80.88"
"212319","GuillermoRomeroOrtiz","48354","Short & Sweet: French Defense","0","1. Main Level","79","8","89.87"
"212319","GuillermoRomeroOrtiz","50034","Winning Chess Strategies: Free Lesson","2","1. Winning Chess Strategies: Free Lesson","16","6","62.5"
"212319","GuillermoRomeroOrtiz","50526","Short & Sweet: Italian Game","0","1. Main Level","303","24","92.08"
"212319","GuillermoRomeroOrtiz","51081","Short & Sweet: Queen's Gambit Accepted","0","S&S: Queen's Gambit Accepted","1629","235","85.57"
"212319","GuillermoRomeroOrtiz","51828","Short & Sweet: Torre Attack","0","S&S: The Torre Attack","338","42","87.57"
"212319","GuillermoRomeroOrtiz","51829","Short & Sweet: Pseudo Trompowsky","0","Pseudo Trompowsky 1.d4 d5 2.Bg5","142","18","87.32"
"212319","GuillermoRomeroOrtiz","51996","Short & Sweet: Botvinnik English","0","Main Level","147","20","86.39"
"212319","GuillermoRomeroOrtiz","54542","Short & Sweet: Sam Shankland's 1. d4","0","Main Level","369","61","83.47"
"212319","GuillermoRomeroOrtiz","57386","Short and Sweet: Jaenisch Gambit","6","Short and Sweet","65","11","83.08"
"212319","GuillermoRomeroOrtiz","58407","Short & Sweet: Najdorf Sicilian","0","Main Level","211","30","85.78"
"212319","GuillermoRomeroOrtiz","59857","Short & Sweet: Wesley So's 1. e4","0","Part 1: 1...e5 and Semi-open Defenses","1438","201","86.02"
"212319","GuillermoRomeroOrtiz","59857","Short & Sweet: Wesley So's 1. e4","1","Part 2: Sicilian, Caro-Kann and French","165","21","87.27"
"212319","GuillermoRomeroOrtiz","62034","Short & Sweet: 1. c4 / 1. Nf3 ","0","S&S: 1. c4/1. Nf3","95","12","87.37"
"212319","GuillermoRomeroOrtiz","62067","Short & Sweet: 1. e4 Gambits","0","S&S: Grandmaster Gambits 1. e4","675","87","87.11"
"212319","GuillermoRomeroOrtiz","62086","Winning Chess Openings: Free Lesson","8","Free Lesson","49","9","81.63"
"212319","GuillermoRomeroOrtiz","62565","Agadmator's Anti-London System","0","The Combative 4... Qxb2","70","3","95.71"
"212500","ephraimmagopa","45122","Basic Checkmate Patterns","0","1. Lesson One","129","2","98.45"
"212500","ephraimmagopa","45122","Basic Checkmate Patterns","1","2. Lesson Two","247","6","97.57"
"212500","ephraimmagopa","45122","Basic Checkmate Patterns","2","3. Lesson Three","151","5","96.69"
"212500","ephraimmagopa","45122","Basic Checkmate Patterns","3","4. Lesson Four","156","4","97.44"
"212500","ephraimmagopa","45122","Basic Checkmate Patterns","4","5. Lesson Five","181","5","97.24"
"212500","ephraimmagopa","48213","Chessable Tutorial Checkmate Patterns","0","1. Main Level","135","3","97.78"
"212500","ephraimmagopa","48536","The Art of Analysis","0","2. Most famous correspondence chess game ever played","954","43","95.49"
"212500","ephraimmagopa","50526","Short & Sweet: Italian Game","0","1. Main Level","870","43","95.06"
"212575","stefanloveslife","79","IM John Bartholomew's Scandinavian Defense","0","1. Introduction to the Scandinavian","65","3","95.38"
"212575","stefanloveslife","79","IM John Bartholomew's Scandinavian Defense","1","2. Main Line - 5.Nf3 Bg4","14045","765","94.55"
"212575","stefanloveslife","79","IM John Bartholomew's Scandinavian Defense","2","3. Flank Attack - 5.Bc4 a6","566","14","97.53"
"212575","stefanloveslife","79","IM John Bartholomew's Scandinavian Defense","4","4. Early Bishop Sortie - 5.Bg5","294","0","100"
"212575","stefanloveslife","79","IM John Bartholomew's Scandinavian Defense","5","5. Miscellaneous Fourths - 4.Nf3","205","2","99.02"
"212575","stefanloveslife","79","IM John Bartholomew's Scandinavian Defense","6","7. Underrated - 3.Nf3","596","20","96.64"
"212575","stefanloveslife","79","IM John Bartholomew's Scandinavian Defense","7","6. Central Destroyer - 3.d4 e5","224","4","98.21"
"212575","stefanloveslife","79","IM John Bartholomew's Scandinavian Defense","8","8. Rare Lines - 1.e4 d5","888","56","93.69"
"212575","stefanloveslife","1073","Morphy's Opera House Game","0","1. Main Level","295","2","99.32"
"212575","stefanloveslife","4999","Short & Sweet: The Italian Game","1","1. Main Level","88","1","98.86"
"212575","stefanloveslife","5193","100 Endgames You Must Know","0","2. Basic Endings","1044","40","96.17"
"212575","stefanloveslife","5193","100 Endgames You Must Know","1","4. Knight vs. Pawn","587","44","92.5"
"212575","stefanloveslife","5193","100 Endgames You Must Know","2","5. Queen vs. Pawn","722","59","91.83"
"212575","stefanloveslife","5193","100 Endgames You Must Know","3","6. Rook vs. Pawn","78","0","100"
"212575","stefanloveslife","5193","100 Endgames You Must Know","4","7. Rook vs. 2 Pawns","8","0","100"
"212575","stefanloveslife","5193","100 Endgames You Must Know","8","3. Basic Test","1299","201","84.53"
"212575","stefanloveslife","5193","100 Endgames You Must Know","15","1. Introduction","388","16","95.88"
"212575","stefanloveslife","5314","Sicilian Rossolimo for white","2","3. Rossolimo 3...d6","24","0","100"
"212575","stefanloveslife","5314","Sicilian Rossolimo for white","4","5. Rossolimo Trap ","3","0","100"
"212575","stefanloveslife","5314","Sicilian Rossolimo for white","5","6. Rare lines","23","1","95.65"
"212575","stefanloveslife","6938","Evans Gambit","1","2. E G Declined & Sidelines","126","8","93.65"
"212575","stefanloveslife","10179","Keep It Simple: 1.e4","8","9. Pirc/Modern/Philidor","10","0","100"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","0","16. Damiano's mate","46","5","89.13"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","1","4. Anastasia's mate","542","48","91.14"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","3","6. Arabian mate","708","70","90.11"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","5","23. Balestra mate","45","9","80"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","8","11. Corner mate","52","10","80.77"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","10","18. Damiano's bishop mate","104","14","86.54"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","12","19. Dovetail mate / Cozio's mate","118","26","77.97"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","16","5. Greco's mate","800","87","89.13"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","17","7. Hook mate","422","52","87.68"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","23","12. Morphy's mate","31","1","96.77"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","24","14. Opera mate / Mayet's mate","38","3","92.11"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","26","13. Pillsbury's mate","30","2","93.33"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","31","9. Smothered mate","239","20","91.63"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","32","10. Suffocation mate","333","47","85.89"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","33","20. Swallow's tail mate / Guéridon mate","111","29","73.87"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","35","8. Vuković's mate","444","67","84.91"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","44","17. Max Lange's mate","63","12","80.95"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","45","33. Mate in the opening","32","3","90.63"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","46","15. Lolli's mate","93","21","77.42"
"212575","stefanloveslife","17841","The Checkmate Patterns Manual","53","3. Basic Test","1204","136","88.7"
"212575","stefanloveslife","20722","Mastering Pawn Endgames: Volume 2","1","1. Indirect Opposition","107","2","98.13"
"212575","stefanloveslife","25866","Unleash the Bull: 1...e5 - a full repertoire for Black","0","13. The exchange Spanish","956","38","96.03"
"212575","stefanloveslife","25866","Unleash the Bull: 1...e5 - a full repertoire for Black","11","7. Italian Sidelines & Evans Gambit","2670","114","95.73"
"212575","stefanloveslife","25866","Unleash the Bull: 1...e5 - a full repertoire for Black","14","4. King's Gambit","2452","114","95.35"
"212575","stefanloveslife","25866","Unleash the Bull: 1...e5 - a full repertoire for Black","15","5. Vienna Game","496","18","96.37"
"212575","stefanloveslife","25866","Unleash the Bull: 1...e5 - a full repertoire for Black","16","2. Odd 2nd Moves and Scotch Gambit","518","10","98.07"
"212575","stefanloveslife","25866","Unleash the Bull: 1...e5 - a full repertoire for Black","17","3. Ponziani","6356","292","95.41"
"212575","stefanloveslife","25866","Unleash the Bull: 1...e5 - a full repertoire for Black","19","1. Quickstarter Guide","892","16","98.21"
"212575","stefanloveslife","26772","Short & Sweet: The Dutch","0","1. Main Level","4323","301","93.04"
"212575","stefanloveslife","30136","Short & Sweet: The Magnus Sicilian","0","1. S&S: The Magnus Sicilian","41","4","90.24"
"212575","stefanloveslife","32956","The Accelerated Queen's Indian Defense - a full repertoire against 1. d4, 1. c4 and 1. Nf3","10","15. The London System","1700","84","95.06"
"212575","stefanloveslife","33597","Endgame Bootcamp with John Bartholomew","0","3. Philidor's Position","292","17","94.18"
"212575","stefanloveslife","33597","Endgame Bootcamp with John Bartholomew","1","1. Opposition","133","3","97.74"
"212575","stefanloveslife","33597","Endgame Bootcamp with John Bartholomew","2","2. Key Squares","133","0","100"
"212575","stefanloveslife","33597","Endgame Bootcamp with John Bartholomew","3","4. The Lucena Position","174","7","95.98"
"212575","stefanloveslife","33597","Endgame Bootcamp with John Bartholomew","4","5. Magnus's Mistake","471","30","93.63"
"212575","stefanloveslife","35117","The Accelerated Rossolimo","1","2. Black goes e6-d5, the variation with 5...Nxd7","2632","182","93.09"
"212575","stefanloveslife","35117","The Accelerated Rossolimo","5","6. 2.f4 d5! - Black's best reply","58","2","96.55"
"212575","stefanloveslife","35117","The Accelerated Rossolimo","8","8. Odds and ends","14","0","100"
"212575","stefanloveslife","37433","The Complete Chess Swindler","0","Introduction","370","30","91.89"
"212575","stefanloveslife","37433","The Complete Chess Swindler","1","1. Part I - When to enter 'Swindle Mode'","1588","124","92.19"
"212575","stefanloveslife","37433","The Complete Chess Swindler","2","2. Part II - Impatience","494","36","92.71"
"212575","stefanloveslife","37433","The Complete Chess Swindler","3","3. Part II - Hubris","60","4","93.33"
"212575","stefanloveslife","37433","The Complete Chess Swindler","4","4. Part II - Fear","406","32","92.12"
"212575","stefanloveslife","37433","The Complete Chess Swindler","5","5. Part II - Kontrollzwang","2330","170","92.7"
"212575","stefanloveslife","37433","The Complete Chess Swindler","7","7. Part II - Grit","292","20","93.15"
"212575","stefanloveslife","37433","The Complete Chess Swindler","8","8. Part II - Optimism","494","30","93.93"
"212575","stefanloveslife","37433","The Complete Chess Swindler","9","9. Part II - Training Your Mind","752","40","94.68"
"212575","stefanloveslife","37433","The Complete Chess Swindler","10","10. Part III - Trojan Horse","462","32","93.07"
"212575","stefanloveslife","37433","The Complete Chess Swindler","11","11. Part III - Decoy Trap","742","66","91.11"
"212575","stefanloveslife","37433","The Complete Chess Swindler","12","12. Part III - Berserk Attack","2026","162","92"
"212575","stefanloveslife","37433","The Complete Chess Swindler","13","13. Part III - Window-Ledging","2356","208","91.17"
"212575","stefanloveslife","37433","The Complete Chess Swindler","14","14. Part III - Play the Player","1538","128","91.68"
"212575","stefanloveslife","37433","The Complete Chess Swindler","15","15. Part IV - Endgames","3398","248","92.7"
"212575","stefanloveslife","37433","The Complete Chess Swindler","16","16. Part IV - Fortresses","1698","142","91.64"
"212575","stefanloveslife","37433","The Complete Chess Swindler","17","17. Part IV - Stalemate","898","60","93.32"
"212575","stefanloveslife","37433","The Complete Chess Swindler","18","18. Part IV - Perpetual Check","1192","76","93.62"
"212575","stefanloveslife","37433","The Complete Chess Swindler","19","19. Part IV - Creativity","1864","148","92.06"
"212575","stefanloveslife","37433","The Complete Chess Swindler","20","20. Part IV - Gamesmanship","540","52","90.37"
"212575","stefanloveslife","37433","The Complete Chess Swindler","21","21. Part V - Master Swindles","2900","246","91.52"
"212575","stefanloveslife","37433","The Complete Chess Swindler","22","22. Part V - Amateur Swindles","634","60","90.54"
"212575","stefanloveslife","37433","The Complete Chess Swindler","23","23. Part V - My Favourite Swindle","214","24","88.79"
"212575","stefanloveslife","37433","The Complete Chess Swindler","24","24. Part VI - Test 1","34","6","82.35"
"212575","stefanloveslife","37433","The Complete Chess Swindler","27","Epilogue","194","26","86.6"
"212575","stefanloveslife","38190","Short & Sweet: Accelerated Queen's Indian Defense","0","1. S&S: The Accelerated Queen's Indian","3063","263","91.41"
"212575","stefanloveslife","38275","Short & Sweet: 1. d4 for Mad Men","0","1. S&S: 1. d4 for Mad Men","74","2","97.3"
"212575","stefanloveslife","38349","Lifetime Repertoires: Wesley So's 1. e4 (Part 1)","58","Quickstarter Guide","15854","846","94.66"
"212575","stefanloveslife","38349","Lifetime Repertoires: Wesley So's 1. e4 (Part 1)","65","2. Italian 3rd move Sidelines","1702","86","94.95"
"212575","stefanloveslife","38627","Short & Sweet: Fischer Random Chess","0","2. Wesley So vs. Magnus Carlsen","2","0","100"
"212575","stefanloveslife","38627","Short & Sweet: Fischer Random Chess","1","3. Intro to Tactics","196","45","77.04"
"212575","stefanloveslife","38627","Short & Sweet: Fischer Random Chess","2","1. Introduction","2","0","100"
"212575","stefanloveslife","42579","Sac, Sac, Mate! ","0","1. Stuck In The Middle With You","399","41","89.72"
"212575","stefanloveslife","42579","Sac, Sac, Mate! ","1","2. Lure the King Out","1064","108","89.85"
"212575","stefanloveslife","42579","Sac, Sac, Mate! ","2","3. More Brutal Sacrifices","755","88","88.34"
"212575","stefanloveslife","42579","Sac, Sac, Mate! ","3","4. Lash Out Like Lasker","92","24","73.91"
"212575","stefanloveslife","42579","Sac, Sac, Mate! ","4","5. Harry Did A Proper Job","21","0","100"
"212575","stefanloveslife","42964","The Dynamic Italian Game","1","3. Sidelines on move 3","33240","1442","95.66"
"212575","stefanloveslife","42964","The Dynamic Italian Game","2","4. Sidelines in the Evans","6736","398","94.09"
"212575","stefanloveslife","42964","The Dynamic Italian Game","4","6. 4.Ng5 - Black's sidelines","36","0","100"
"212575","stefanloveslife","42964","The Dynamic Italian Game","7","9. The Italian for beginners","1050","36","96.57"
"212575","stefanloveslife","42964","The Dynamic Italian Game","10","2. Quickstarter Guide","318","8","97.48"
"212575","stefanloveslife","43808","The Tournament Starter Kit","2","2. Opening","439","28","93.62"
"212575","stefanloveslife","43808","The Tournament Starter Kit","3","3. Tactics","187","13","93.05"
"212575","stefanloveslife","43808","The Tournament Starter Kit","4","4. Checkmates","51","1","98.04"
"212575","stefanloveslife","43808","The Tournament Starter Kit","5","5. Endgame","246","21","91.46"
"212575","stefanloveslife","43808","The Tournament Starter Kit","6","6. Final Test","492","44","91.06"
"212575","stefanloveslife","45122","Basic Checkmate Patterns","0","1. Lesson One","136","14","89.71"
"212575","stefanloveslife","45122","Basic Checkmate Patterns","1","2. Lesson Two","114","2","98.25"
"212575","stefanloveslife","45122","Basic Checkmate Patterns","2","3. Lesson Three","87","2","97.7"
"212575","stefanloveslife","45122","Basic Checkmate Patterns","3","4. Lesson Four","148","10","93.24"
"212575","stefanloveslife","45122","Basic Checkmate Patterns","4","5. Lesson Five","95","0","100"
"212575","stefanloveslife","45388","Short & Sweet: The Caro-Kann","0","1. S&S: The Caro-Kann","1854","129","93.04"
"212575","stefanloveslife","46181","Basic Chess Patterns ","2","2. Isolated Patterns","831","56","93.26"
"212575","stefanloveslife","46181","Basic Chess Patterns ","3","3. Test Section","2112","134","93.66"
"212575","stefanloveslife","47107","Erwin's Opening Lab: The Cozio Defense","11","Fast Track","843","78","90.75"
"212575","stefanloveslife","48516","25 Visualisation Exercises","2","2. Visualise 1 Sample Exercises","423","40","90.54"
"212575","stefanloveslife","48516","25 Visualisation Exercises","3","3. Visualise 5 Sample Exercies","76","10","86.84"
"212575","stefanloveslife","48516","25 Visualisation Exercises","4","4. Visualise 4 Sample Exercises","483","55","88.61"
"212575","stefanloveslife","48516","25 Visualisation Exercises","5","5. Visualise 3 Sample Exercises","55","10","81.82"
"212575","stefanloveslife","48516","25 Visualisation Exercises","6","6. Visualise 2 Sample Exercises","69","14","79.71"
"212575","stefanloveslife","48536","The Art of Analysis","0","2. Most famous correspondence chess game ever played","112","16","85.71"
"212575","stefanloveslife","49693","The Ultimate Chess Puzzle Book","1","Chapter 2: Elementary Puzzles","2301","286","87.57"
"212575","stefanloveslife","50034","Winning Chess Strategies: Free Lesson","2","1. Winning Chess Strategies: Free Lesson","1281","134","89.54"
"212575","stefanloveslife","50526","Short & Sweet: Italian Game","0","1. Main Level","1925","178","90.75"
"212575","stefanloveslife","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","73","Introduction","1652","134","91.89"
"212575","stefanloveslife","52604","Winning Chess Tactics: Free Lesson","0","1. Winning Chess Tactics: Free Lesson","554","67","87.91"
"212575","stefanloveslife","57238","Short & Sweet: Simon Williams's 1. e4 e5","0","Short & Sweet: 1.e4 e5 Club Player's Dynamite","567","34","94"
"212575","stefanloveslife","57374","Short & Sweet: Chess Swindles","0","When to enter 'Swindle Mode'","378","68","82.01"
"212575","stefanloveslife","57386","Short and Sweet: Jaenisch Gambit","6","Short and Sweet","253","5","98.02"
"212575","stefanloveslife","62067","Short & Sweet: 1. e4 Gambits","0","S&S: Grandmaster Gambits 1. e4","65","2","96.92"
"212622","ohithere","570","11 Opening Traps with 1.e4","0","1. Main Level","118","11","90.68"
"212622","ohithere","1760","Basic White Repertoire with 1.e4","1","2. Sicilian Defense: Smith-Morra Gambit","150","10","93.33"
"212622","ohithere","4999","Short & Sweet: The Italian Game","1","1. Main Level","2299","180","92.17"
"212622","ohithere","5878","Short & Sweet: The Slav","1","1. S&S: The Slav","387","26","93.28"
"212622","ohithere","16989","Pawns on the Attack","1","2. Pawns that Mate-in-2","119","15","87.39"
"212622","ohithere","16989","Pawns on the Attack","2","3. Pawns that Mate-in-3 or more","19","4","78.95"
"212622","ohithere","17841","The Checkmate Patterns Manual","0","16. Damiano's mate","38","5","86.84"
"212622","ohithere","17841","The Checkmate Patterns Manual","1","4. Anastasia's mate","54","6","88.89"
"212622","ohithere","17841","The Checkmate Patterns Manual","3","6. Arabian mate","65","11","83.08"
"212622","ohithere","17841","The Checkmate Patterns Manual","4","29. Back rank mate","47","6","87.23"
"212622","ohithere","17841","The Checkmate Patterns Manual","5","23. Balestra mate","23","3","86.96"
"212622","ohithere","17841","The Checkmate Patterns Manual","7","22. Boden's mate","18","1","94.44"
"212622","ohithere","17841","The Checkmate Patterns Manual","8","11. Corner mate","10","1","90"
"212622","ohithere","17841","The Checkmate Patterns Manual","10","18. Damiano's bishop mate","80","6","92.5"
